en_text,jp_text,google_translated,score
Not again.,"{\pos(639,640)\q1}	迷いましたね　またこのパタンですよ",I was lost again,0.16666666666666666
Where are we?,"{\pos(639,640)\q1}	ここは一体どこでしょう",Where is this one,0.14285714285714285
The compass isn't stopping because we're at the center.,"{\pos(639,640)\q1}	中心地だからコンパスが定まらないんですね","Because it is the center, the compass does not settle",0.3125
Only if I have fun...,"{\pos(639,640)\q1}	楽しいことあるなら",if there is fun,0.25
Then I'll pull out one of my special jokes that I've been sav—,"{\pos(639,640)\q1}	じゃあ　こういう時のために用意しておいた私のとっておきの冗談を披露し・・・","Well, I will show me my best joke that I prepared for this kind of time ...",0.14814814814814814
You'll give it a try?,"{\pos(639,640)\q1}	楽しければ自然と増える　それが妖精","If you enjoy it, it will increase naturally that fairy",0.13333333333333333
Are you sure?,"{\pos(639,640)\q1}	報酬は弾みますから",Because rewards are played,0.14285714285714285
That you have to make them laugh?,"{\pos(639,640)\q1}	人を笑わせないといけないんですよ",I have to make people laugh,0.4
Picture Book \N\N\N\N\h\h\h\h\h\hThe Seven Children,"{\pos(639,640)\q1}	絵本　七人の子供",picture book seven children,0.8
The village had seven children.,"{\pos(639,640)\q1}	里には七人の子供",Seven children in the village,0.5714285714285714
"Alan, Becky, Carl, Della, Edgar, Flora, Geoff.","{\pos(639,640)\q1}	アラン　ベッキー　カール　デラ　エドガー　フローラ　ジェフ",Alan Becky Carl De Radgar Flora Jeff,0.3333333333333333
Alan starved to death in the forest.,"{\pos(639,640)\q1}	アランは森で飢え死に",Alan is starving in the forest,0.4
Becky went headfirst over a waterfall.,"{\pos(639,640)\q1}	ベッキー滝にまっさかさま",Becky waterfall,0.2857142857142857
Della was washed away by waves.,"{\pos(639,640)\q1}	デラは波にさらわれ",Dela is exposed to waves,0.09090909090909091
Edgar was eaten by a wild dog.,"{\pos(639,640)\q1}	エドガー野犬のご馳走",Edgar Low dog treat,0.2
Flora was hacked into pieces.,"{\pos(639,640)\q1}	フローラのこぎりばらばら",Flora's Kogira,0.125
The End,"{\pos(639,640)\q1}	ジェフがすべての犯人",Jeff all the criminal,0.2
No negative picture books allowed.,"{\pos(639,640)\q1}	ネガティブ絵本禁止",Negative picture book ban,0.25
He won't be any help for a while.,"{\pos(639,640)\q1}	こりゃもう　しばらく使い物になりませんね",It is not a good thing for a while,0.2
I want to reflect on the meaning of life in a dark place.,"{\pos(639,640)\q1}	暗いところで　人生について考えたいです",I want to think about life at dark place,0.35294117647058826
"Seriously, the layout of this place is a disaster.","{\pos(639,640)\q1}	日々明るく楽しく過ごしているのに　何故こんな心の闇が芽生えますか",Why is the darkness of such a heart that is bright and enjoyable every day,0.19047619047619047
Pitfall,"{\pos(639,640)\q1}	ああ　もう",ah,0.0
I'm sick of walking around.,"{\pos(639,640)\q1}	もう歩きたくありませんな",I do not want to walk anymore,0.07692307692307693
Isn't this a conveyor belt for the finished products?!,"{\pos(639,640)\q1}	ちょっと　これ搬出用のコンベアなのでは",Because it is a conveyor for unloading,0.26666666666666666
Assistant!,"{\pos(639,640)\q1}	助手さん",Assistant,0.5
"And then, no one was left...","{\pos(639,640)\q1}	そしてまた誰もいなくなるんですね",and no one is gone,0.3
Defective products disposal area?,"{\pos(639,640)\q1}	不良品廃棄",Defective goods disposal,0.3333333333333333
"I don't know who you are, but thank you for your help.","{\pos(639,640)\q1}	どこのどちら様か存じませんが　ご親切にどうも","Which one may not exist, but kindly",0.1
"Er, what?","{\pos(639,640)\q1}	何てこと",What,0.25
Saved by the unseen hand of God?,"{\pos(639,640)\q1}	神の見えざる手",The eyes of God,0.3333333333333333
Is someone there?,"{\pos(639,640)\q1}	誰かいるのかね",Who is there?,0.6
"Oh, it's the Bureau Chief's granddaughter.","{\pos(639,640)\q1}	文化局長",Cultural Bureau,0.1
I thought you cut your hair after you botched the Human Monument inquiry.,"{\pos(639,640)\q1}	え　おや　君は先日のヒト・モニュメント調査の失態で断髪したのではなかったのかね",Eoya did not have hearted with the failure of the human monument survey the other day,0.125
This is a wig.,"{\pos(639,640)\q1}	これはウイッグです",This is wig,0.6
I am the manager of this factory.,"{\pos(639,640)\q1}	私はここの工場長だが",I am a factory length here,0.2727272727272727
The director is the manager?,"{\pos(639,640)\q1}	局長が工場長なんですか",Is the director of the factory?,0.5714285714285714
"So you were the receptionist's predecessor, huh?","{\pos(639,640)\q1}	受付さんの前任者って　局長だったんですね",Mr. Receptionist was the director,0.15384615384615385
And what are you doing here?,"{\pos(639,640)\q1}	ところで君こそ　ここで何をしておるのかね","By the way, what do you do here?",0.3333333333333333
I'm here on an inspection.,"{\pos(639,640)\q1}	余暇をなんに使おうが自由ですけどね",I will use it anywhere but I'm free,0.15384615384615385
Inspection?!,"{\pos(639,640)\q1}	査察",inspection,0.3333333333333333
There's been a problem with suspicious items being smuggled into the village.,"{\pos(639,640)\q1}	こちらの工場から怪しげな物資が里に流通して問題になっております",Suspicious goods from this factory are distributing to the village and become a problem,0.21739130434782608
A problem...,"{\pos(639,640)\q1}	問題",problem,0.3333333333333333
I'm glad to see that you're doing your job.,"{\pos(639,640)\q1}	それで　おじいさんと共に査察に伺ったしだいです",I'm looking forward to inspection with grandfather,0.17647058823529413
I know nothing about any smuggling!,"{\pos(639,640)\q1}	流通など知らん",I do not know,0.2222222222222222
Why would you say there's a problem?,"{\pos(639,640)\q1}	問題ですよ",problem,0.1111111111111111
Compensation.,"{\pos(639,640)\q1}	補償",Compensation,0.5
Punishment.,"{\pos(639,640)\q1}	処罰",punishment,0.5
"If you didn't want any problems, you shouldn't have taken risks.","{\pos(639,640)\q1}	問題が起こることが怖いなら　危険な橋を渡らなければよろしいのに","If there is a scary that problems occur, you should have a dangerous bridge",0.2857142857142857
I love being assigned to posts!,"{\pos(639,640)\q1}	ええ　私は歴任が大好きなのだ　ライフワークといってもいい",Yes I love my history,0.2
"That won't gain you any status or fame in this day and age, but I'll spare him the bad news.","{\pos(639,640)\q1}	こんなご時世に地位も名誉もないものだと思いますが",I think that the status is not also not good at this time,0.16129032258064516
we'll need to speak to the person in charge.,"{\pos(639,640)\q1}	工場長の口から説明できないのであれば　責任者に会わせてください",Please let me meet the person in charge if you can not explain from the mouth of the factory,0.17391304347826086
"The documentation mentioned upper management, but...","{\pos(639,640)\q1}	経営陣は書類上には存在するのだが",Management is present on the document,0.16666666666666666
I've never met any of them before.,"{\pos(639,640)\q1}	私も見たことがなくてね　ハハハハ",I have never seen Hahahaha,0.16666666666666666
This facility could be dangerous.,"{\pos(639,640)\q1}	ちょっと　あのですね　ここ危険な施設かもしれないんですよ",That's a bit that may be a dangerous facility,0.2727272727272727
Didn't you suspect anything?,"{\pos(639,640)\q1}	疑わなかったんですか",Did not doubt,0.125
I'll go and find the upper management by myself.,"{\pos(639,640)\q1}	私が勝手に経営陣に会いに行く",I will go to see management,0.21428571428571427
Is that acceptable?,"{\pos(639,640)\q1}	いかがですか",How is it?,0.3333333333333333
"Naturally, it would be impossible for me to accurately predict your every action.","{\pos(639,640)\q1}	言うまでもなく　君の行動のすべてを私が予知できるわけではないからね","Needless to say, I can not predict all of your behavior",0.17391304347826086
"A politician in the past once said,","{\pos(639,640)\q1}	すべては秘書がやった、と","All were the secretary,",0.18181818181818182
You're quite a clever girl.,"{\pos(639,640)\q1}	なかなか話の分かるお嬢さんだ",I can see the story quite,0.08333333333333333
"Okay, this area is off-limits.","{\pos(639,640)\q1}	さあ　ここから立ち入り禁止のエリアだ","Well, it is an area of prohibited from here",0.21428571428571427
I assume upper management is somewhere through here.,"{\pos(639,640)\q1}	その引き合いは最悪だと思いますけどね",I think that the attraction is the worst,0.14285714285714285
It won't be anything that serious.,"{\pos(639,640)\q1}	そんな大げさなものじゃありませんよ",It is not such a big deal,0.07142857142857142
"We are grateful for the supplies, but it's suspicious when they appear out of nowhere.","{\pos(639,640)\q1}	物資はありがたいですけど　勝手に棚に置かれても怪しいばかりですし","Thank you very much, but it is only suspicious even if it is placed on the shelf without permission",0.16129032258064516
I'll just ask them to remedy that.,"{\pos(639,640)\q1}	少しお願いするだけです",I just ask a little,0.2727272727272727
What's wrong?,"{\pos(639,640)\q1}	あ　どうしました",What a,0.2
Appointed as new CEO...,"{\pos(639,640)\q1}	うん",Yeah,0.0
The director's evil scheme was spoken aloud for all to hear.,"{\pos(639,640)\q1}	局長のどす黒い野望は　バッチリ口に出ていました",The director's black ambition was out at the batch mouth,0.21052631578947367
I believe that I'll accompany you!,"{\pos(639,640)\q1}	やはり私も同行しようじゃないか",After all I will accompany you,0.3
I do this for the people!,"{\pos(639,640)\q1}	偉い人のものの考え方は　とても勉強になります",The way of thinking of people is very studying,0.15384615384615385
"From the moment we entered this factory, there's been something...","{\pos(639,640)\q1}	工場に入った時から　ずっと",From the time of entering the factory,0.1875
A fairy?,"{\pos(639,640)\q1}	妖精さん",Fairy,0.3333333333333333
It's not a fairy.,"{\pos(639,640)\q1}	妖精さんじゃない",It is not a fairy,0.5714285714285714
"Um, are you the ones in charge of this factory?","{\pos(639,640)\q1}	あの　あなた方がこの工場の経営者でしょうか",That's the owner of this factory,0.26666666666666666
There you are.,"{\pos(639,640)\q1}	そんなところにいたのですか",Did you stay in such a place,0.1
That's rude.,"{\pos(639,640)\q1}	失礼な",rude,0.25
You can understand them?,"{\pos(639,640)\q1}	え　言葉が理解できるんですか",Can I understand the words?,0.375
If you want the nuance.,"{\pos(639,640)\q1}	ニュアンスでなら",If nuance,0.3333333333333333
"Welcome, yucky human wench.","{\pos(639,640)\q1}	ようこそまずい人間のめすよ",Welcome humanity,0.14285714285714285
What does that yucky part mean?,"{\pos(639,640)\q1}	まずいってどういう意味",What does it mean,0.375
"He said, ""All intelligent life forms are judged by their taste.""","{\pos(639,640)\q1}	知的な生き物の価値は　肉の味で決まる　と言ってるです",The value of intelligent creatures is said to be determined by the taste of meat,0.16666666666666666
"That one was, ""You've earned my praise by making it this far.""","{\pos(639,640)\q1}	ここまでこれたこと　まずは褒めてやるです　と言ったです","This so far, I said that I would give praise it",0.2727272727272727
Can you relay that?,"{\pos(639,640)\q1}	って伝えてもらえます",You can tell,0.3333333333333333
Translator glasses!,"{\pos(639,640)\q1}	そんなあなたにこれ　翻訳眼鏡",Such a translation glasses,0.16666666666666666
They come with a mic to help you express your thoughts.,"{\pos(639,640)\q1}	マイク付き　あなたの言葉も相手に届きます",Your words with a microphone will also arrive to the other party,0.2
I put them on without any qualms.,"{\pos(639,640)\q1}	何の疑問も持たずに装着",Attached without any questions,0.2
"Oh, I can see subtitles now.","{\pos(639,640)\q1}	あ　本当に字幕が出る",I really get subtitles,0.2
Convenient.,"{\pos(639,640)\q1}	便利",convenient,0.5
The subtitles are a little blurry...,"{\pos(639,640)\q1}	ちょっと字幕のピントがずれてる気がする",I feel that the focus of the subtitles is off,0.14285714285714285
Did the fairies know about this?,"{\pos(639,640)\q1}	妖精さんたちは知ってましたか",Did you know Mr. Fairy?,0.3
I see...,"{\pos(639,640)\q1}	与り知らぬです",I do not know,0.16666666666666666
Female dog!,"{\pos(639,640)\q1}	いや　ここはお互い存亡をかけて戦う場面なのでは","No, here is a scene that fights with each other",0.0
What is it?,"{\pos(639,640)\q1}	何ですか",What?,0.5
Please purchase the guarantee that comes with these glasses.,"{\pos(639,640)\q1}	眼鏡作ったので　ギャランティをお願いプリーズ","I made glasses, so please give guarantee",0.2
One single little coin can make you happy!,"{\pos(639,640)\q1}	コイン一個　コイン一個でお幸せ",Coin one coin is happy,0.3
"Yes, yes...","{\pos(639,640)\q1}	はいはい",Yes,0.3333333333333333
Not even a little.,"{\pos(639,640)\q1}	これは誤作動じゃなくて　口汚い言葉を直訳してしまっただけなのですね","This is not a mistrustive movement, but just translain the mouth-dirty words",0.125
You will be stuck in a strange land to watch us rule the world!,"{\pos(639,640)\q1}	出荷されるのもいい勉強になるです",It will be a good study to be shipped,0.21052631578947367
"Thanks, God.","{\pos(639,640)\q1}	まあ　ありがたいことということで　神様どーも",Well thank you very much God,0.1111111111111111
"A wave of fear, coupled with the absence of an escape route,","{\pos(639,640)\q1}	恐怖が伝染し　逃げ場を失った精神は",The spirit that fear is transmitted and lost the escape,0.16666666666666666
Shall we dive?,"{\pos(639,640)\q1}	shall we dive？",Shall We Dive?,1.0
I cannot fly.,"{\pos(639,640)\q1}	I cannot fly",i cannot fly,0.8
"Whew, I finally found you.","{\pos(639,640)\q1}	ええ　やっと見つけました",Yes I finally found,0.375
"The door wouldn't open from the inside, so I had no choice.","{\pos(639,640)\q1}	内側からは開けられなかったのだ　仕方あるまい",It was not open from inside,0.17647058823529413
"Oh, here it comes!","{\pos(639,640)\q1}	あ　この報告どう処理しよう",Oh this report,0.125
"It looks like they're all chicken sandwiches, Manager.","{\pos(639,640)\q1}	全部チキンサンドのようです　工場長",All chicken sands like factory length,0.21428571428571427
I am now the hero that toppled this evil operation!,"{\pos(639,640)\q1}{\pos(622,40)}	これで私が企業の幹部",Now I am an enterprise executive,0.21428571428571427
Why was it that only the chickens gained intelligence?,"{\pos(639,640)\q1}	どうしてチキンだけ知性が宿ったのでしょう",Why did Chicken alone stayed at the intelligence,0.2
"Well, it's possible the synthesized sardines and jams","{\pos(639,640)\q1}	うん　まなんであれ　ご苦労だった",Yeah and it was hard work,0.14285714285714285
"Now that we have eliminated the evil chickens that tried to supplant the fairies,","{\pos(639,640)\q1}	で　妖精たちに下克上したチキンらがいなくなった今",Now that the fairy was noticed with the fairies in,0.2222222222222222
what happens to this place?,"{\pos(639,640)\q1}	ここはどうなるのでしょうな",What is this?,0.42857142857142855
The simple explanation would be,"{\pos(639,640)\q1}	ただそれらには表現する機能が備わっていないだけで",Just not have the function to be expressed,0.18181818181818182
that you've been promoted to CEO.,"{\pos(639,640)\q1}	君が繰り上がりで最高責任者になったということだな",That's that you have become the chief responsible for your reply,0.11764705882352941
I've done it!,"{\pos(639,640)\q1}	で　ここをやっぱり解体したほうがよいと思います",I think it is better to disassemble here with,0.16666666666666666
"Yes, we could ask the fairy...","{\pos(639,640)\q1}	そうだな　妖精さんにでも頼んで",Yes I ask for the fairy,0.4
No...,"{\pos(639,640)\q1}	いや",no,0.5
I am in position to wield all of the power!,"{\pos(639,640)\q1}	チキンの下克上の結果　パッケージングされてしまったんだろうな",I'm sorry that I was packaged in the lower case of Chicken,0.21052631578947367
So the truth remains unknown.,"{\pos(639,640)\q1}	真相は忘却の彼方です",The truth is oblivious,0.25
The revolution of the intelligent skinned chickens,"{\pos(639,640)\q1}	この工場　物資不足をねいで　妖精さんたちが稼働させてくれたんですね",The fairy of Mr. Fairy did,0.2222222222222222
Did you save me when I was falling and when I was trapped in the cage?,"{\pos(639,640)\q1}	もしかして　落下したり檻に閉じ込められたりした時に",When it falls or trapped in a cage,0.2222222222222222
"There you sit on my lap, little squirrel","{\pos(639,640)\q1}	まあ　ありがとう　ん",Thank you very much,0.08333333333333333
"The chestnut is like your flag, you child of the forest, seeking courage","{\pos(639,640)\q1}	髪は長い友達と言いますけどね","The hair is a long friend, though",0.16666666666666666
Here you sit on my lap,"{\pos(639,640)\q1}	お姉ちゃん　今日のご飯は何",My sister What is your food today,0.08333333333333333
The mystery was solved.,"{\pos(639,640)\q1}	事件は解決しました",The incident was solved,0.5
Weed soup...,"{\pos(639,640)\q1}	雑草スープよ",Weed soup,0.6666666666666666
If only that job had netted some meat...,"{\pos(639,640)\q1}	せめてあの仕事でお肉を分けてもらえていたら",If you are separating meat at that work,0.21428571428571427
It really did rain birds.,"{\pos(639,640)\q1}	本当に降ってきたわ",I'm really falling,0.1111111111111111
"Thank you, God!","{\pos(639,640)\q1}	ああ　神様",Oh God,0.16666666666666666
Plenty of meat!,"{\pos(639,640)\q1}	もち　肉よ",Meat Meat,0.25
"it stopped moving, as though genetically programmed to do so.","{\pos(639,640)\q1}	まるで最初からそう遺伝的に取り決められていたかのごとく",As if it was a genetically arranged from the beginning,0.15789473684210525
"They're still struggling to make do,","{\pos(639,640)\q1}	あの日以来　彼女たちの元に時折","Since that day, they are occasionally",0.15384615384615385
